geoid,CRS1112,CRS1213,CRS1314,CRS1415,CRS1516,CRS1617,CRS1718,CRS1819,CRS1920,CRS2021,CRS2122,MSP1112,MSP1213,MSP1314,MSP1415,MSP1516,MSP1617,MSP1718,MSP1819,MSP1920,MSP2021,MSP2122,DRR1112,DRR1213,DRR1314,DRR1415,DRR1516,DRR1617,DRR1718,DRR1819,DRR1920,DRR2021,DRR2122,MSP1112C,MSP1213C,MSP1314C,MSP1415C,MSP1516C,MSP1617C,MSP1718C,MSP1819C,MSP1920C,MSP2021C,MSP2122C,DRR1112C,DRR1213C,DRR1314C,DRR1415C,DRR1516C,DRR1617C,DRR1718C,DRR1819C,DRR1920C,DRR2021C,DRR2122C,PdMSP1121,PdMSP1822,dDRR1118,dDRR1121,dDRR1822,PdMSP1121C,dDRR1121C,dDRR1118WPPNC,dDRR1121WPPNC
421010001011,0,0,0,0,0,1,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010001012,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010001013,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010001014,16,27,32,43,42,39,36,24,27,33,24,385000,300000,302500,325000,332500,500000,495000,412500,319600,375000,780000,1.983160,0.976161,0.923475,1.053284,0.995173,2.393990,1.776968,0.612037,-0.621531,-0.779241,2.574871,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above",1.5 - 2.0,0.5 - 1.0,0.5 - 1.0,1.0 - 1.5,0.5 - 1.0,2.0 - 2.5,1.5 - 2.0,0.5 - 1.0,Below Area Average,Below Area Average,2.5 - 3.0,-2.5974025974025974,89.0909090909091,-0.206192,-2.762401,1.962834,Declined,Less than -1.5,Not at Risk,Not at Risk
421010001015,58,46,51,68,86,70,59,62,48,70,55,323000,322500,340000,361000,354500,360000,347000,322750,336250,341125,352500,1.311360,1.217561,1.318475,1.432484,1.224873,0.971990,0.300068,-0.268163,-0.462331,-1.097741,-1.166129,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",1.0 - 1.5,1.0 - 1.5,1.0 - 1.5,1.0 - 1.5,1.0 - 1.5,0.5 - 1.0,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,5.6114551083591335,9.217660728117739,-1.011292,-2.409101,-0.897966,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010001021,36,42,43,52,60,74,75,57,50,46,42,292500,292500,335000,343750,345000,347000,325000,330000,347500,345000,340000,-0.229140,-0.303039,-0.081625,-0.131816,-0.249227,-0.505810,-1.157832,-1.432763,-1.623231,-2.299841,-2.411629,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,17.94871794871795,3.0303030303030303,-0.928692,-2.070701,-0.978866,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010001022,0,0,0,0,0,0,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010001023,26,28,29,39,49,41,30,29,26,27,25,236250,308035,350000,342000,374000,410000,409500,414800,415450,400000,400000,-0.792140,-0.440539,-0.252325,-0.405416,-0.346227,-0.413410,-0.934032,-1.214763,-1.510831,-2.253941,-2.341829,"$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,69.31216931216932,-3.5679845708775315,-0.141892,-1.461801,-1.127066,50% - 100% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010001024,6,12,15,37,40,19,13,11,17,20,13,361728.5,350000,390000,300000,300000,390000,492500,492500,525000,587500,615000,-0.050740,-0.194939,-0.022525,-0.646716,-0.767427,-0.524210,-0.482232,-0.799263,-0.939631,-1.292541,-1.315729,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,62.41462865104629,24.873096446700508,-0.431492,-1.241801,-0.516466,50% - 100% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010001025,32,31,37,41,55,65,54,53,46,56,46,252750,248400,220000,253500,285000,285000,263580,255000,269700,293125,293125,-0.694640,-0.789639,-0.999125,-0.913816,-0.852827,-1.105810,-1.728132,-2.069463,-2.270731,-2.801941,-2.851929,"$250,000 - $400,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,15.974282888229476,14.950980392156863,-1.033492,-2.107301,-0.782466,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010002001,48,64,62,43,32,52,56,44,51,58,46,158500,155000,155000,167000,227000,217500,215000,237500,262500,266500,261500,2.135160,1.944461,1.847475,2.058484,3.489473,2.877190,2.238768,2.430437,2.640869,2.002959,1.510271,"$150,000 - $175,000","$150,000 - $175,000","$150,000 - $175,000","$150,000 - $175,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",2.0 - 2.5,1.5 - 2.0,1.5 - 2.0,2.0 - 2.5,3.0 or Above,2.5 - 3.0,2.0 - 2.5,2.0 - 2.5,2.5 - 3.0,2.0 - 2.5,1.5 - 2.0,68.13880126182966,10.105263157894736,0.103608,-0.132201,-0.920166,50% - 100% Increase,-0.5 to 0.0,At Risk,Not at Risk
421010002002,10,10,13,12,18,38,37,23,25,29,16,272500,257500,265000,282650,286500,300000,311000,320000,323400,345000,372000,5.244660,4.713861,4.764575,5.125384,5.052873,4.986890,4.650568,4.467337,4.106569,3.861059,3.944671,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,26.605504587155963,16.25,-0.594092,-1.383601,-0.522666,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010002003,9,10,4,4,4,8,7,8,11,8,5,162500,228750,NULL,NULL,NULL,365000,362000,182000,330000,357500,350000,2.244260,3.937061,NULL,NULL,NULL,6.648990,5.931868,1.060137,4.265369,4.156959,3.459971,"$150,000 - $175,000","$200,000 - $250,000",Insufficient Data,Insufficient Data,Insufficient Data,"$250,000 - $400,000","$250,000 - $400,000","$175,000 - $200,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",2.0 - 2.5,3.0 or Above,Insufficient Data,Insufficient Data,Insufficient Data,3.0 or Above,3.0 or Above,1.0 - 1.5,3.0 or Above,3.0 or Above,3.0 or Above,120,92.3076923076923,3.687608,1.912699,2.399834,100% - 150% Increase,1.5 or Above,At Elevated Risk,At Risk
421010002004,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010003001,26,22,25,32,24,15,25,27,29,36,24,459500,536000,532000,551500,590000,616000,775000,865000,740000,757500,866250,2.050960,2.654761,2.508775,2.576484,2.768273,2.643190,3.422768,3.790037,2.346969,1.759359,2.203971,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",2.0 - 2.5,2.5 - 3.0,2.5 - 3.0,2.5 - 3.0,2.5 - 3.0,2.5 - 3.0,3.0 or Above,3.0 or Above,2.0 - 2.5,1.5 - 2.0,2.0 - 2.5,64.8531011969532,0.14450867052023122,1.371808,-0.291601,-1.586066,50% - 100% Increase,-0.5 to 0.0,At Risk,Not at Risk
421010003002,3,7,9,4,0,4,5,2,2,8,8,NULL,480000,495000,NULL,NULL,NULL,645000,NULL,NULL,1799000,1804500,NULL,2.142961,2.176875,NULL,NULL,NULL,2.318068,NULL,NULL,10.097259,9.195271,Insufficient Data,"$400,000 or Above","$400,000 or Above",Insufficient Data,Insufficient Data,Insufficient Data,"$400,000 or Above",Insufficient Data,Insufficient Data,"$400,000 or Above","$400,000 or Above",Insufficient Data,2.0 - 2.5,2.0 - 2.5,Insufficient Data,Insufficient Data,Insufficient Data,2.0 - 2.5,Insufficient Data,Insufficient Data,3.0 or Above,3.0 or Above,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010003003,1,0,0,1,1,2,4,3,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010003004,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010003005,22,32,26,22,30,30,23,20,17,17,20,345000,347371,432450,434500,404250,413500,440000,440000,467500,489000,499000,0.994660,0.930961,1.615875,1.527084,1.117573,0.891690,0.576168,0.240937,0.128669,-0.390141,-0.532529,"$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",0.5 - 1.0,0.5 - 1.0,1.5 - 2.0,1.5 - 2.0,1.0 - 1.5,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,41.73913043478261,13.409090909090908,-0.418492,-1.384801,-0.773466,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010004011,26,42,50,46,46,59,66,55,64,69,45,522500,574500,589000,547500,539500,555000,531250,510000,583750,600000,590000,48.478560,52.940061,53.265775,49.246084,47.920373,47.769990,44.285568,41.331537,46.269769,46.183459,41.958971,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,14.832535885167465,15.686274509803921,-4.192992,-2.295101,0.627434,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010004012,0,0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010004013,37,36,43,47,59,67,59,63,69,74,58,190000,184750,170000,168000,190000,204000,230000,207500,194000,180000,170500,16.236160,15.502561,13.764075,13.468284,15.273073,15.860890,17.379668,14.779837,12.922069,10.841559,9.103071,"$175,000 - $200,000","$175,000 - $200,000","$150,000 - $175,000","$150,000 - $175,000","$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$175,000 - $200,000","$175,000 - $200,000","$150,000 - $175,000",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,-5.2631578947368425,-17.83132530120482,1.143508,-5.394601,-5.676766,Declined,Less than -1.5,At Risk,Not at Risk
421010004031,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010004032,112,110,112,125,161,170,133,119,108,103,84,386250,532500,642500,700000,792000,825000,810000,832000,697300,635000,666250,1.038760,2.163261,2.955775,3.315584,3.898973,3.777090,3.070268,2.858437,1.463369,0.298659,0.244971,"$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",1.0 - 1.5,2.0 - 2.5,2.5 - 3.0,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,2.5 - 3.0,1.0 - 1.5,0.0 - 0.5,0.0 - 0.5,64.40129449838187,-19.921875,2.031508,-0.740101,-2.613466,50% - 100% Increase,-1.0 to -0.5,At Risk,Not at Risk
421010004041,7,6,6,14,23,26,23,19,17,14,10,519500,652500,345000,417500,445000,392500,400000,400000,378000,463500,629500,2.152060,3.156361,0.539275,1.020984,1.106273,0.389590,-0.084632,-0.408463,-0.890331,-0.944641,-0.003029,"$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$400,000 or Above","$400,000 or Above",2.0 - 2.5,3.0 or Above,0.5 - 1.0,1.0 - 1.5,1.0 - 1.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,-10.779595765158806,57.375,-2.236692,-3.096701,0.405434,Declined,Less than -1.5,Not at Risk,Not at Risk
421010004042,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010004043,0,0,0,0,2,2,0,0,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010005001,5,3,8,11,6,5,6,10,10,5,4,415000,NULL,358250,359000,391000,405000,389875,393850,382500,375000,NULL,3.654760,NULL,2.640875,2.543984,2.827973,2.661090,1.893168,1.585937,1.074969,0.276659,NULL,"$400,000 or Above",Insufficient Data,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Insufficient Data,3.0 or Above,Insufficient Data,2.5 - 3.0,2.5 - 3.0,2.5 - 3.0,2.5 - 3.0,1.5 - 2.0,1.5 - 2.0,1.0 - 1.5,0.0 - 0.5,Insufficient Data,-9.63855421686747,NULL,-1.761592,-3.378101,NULL,Declined,Less than -1.5,Not at Risk,Not at Risk
421010005002,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010005003,11,6,3,7,12,22,24,16,14,14,10,193050,215900,NULL,284000,222000,222000,215500,218000,237500,265000,260500,0.529860,0.767461,NULL,1.517284,0.535873,0.245590,-0.368132,-0.655163,-0.726431,-1.067341,-1.288529,"$175,000 - $200,000","$200,000 - $250,000",Insufficient Data,"$250,000 - $400,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000",0.5 - 1.0,0.5 - 1.0,Insufficient Data,1.5 - 2.0,0.5 - 1.0,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,37.27013727013727,19.495412844036696,-0.897992,-1.597201,-0.633366,25% - 50% Increase,Less than -1.5,Not at Risk,Not at Risk
421010005004,3,0,1,1,0,4,13,18,11,5,3,NULL,NULL,NULL,NULL,NULL,NULL,225000,275500,280000,237500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.244932,0.077637,-0.198431,-1.403241,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,"$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$200,000 - $250,000",Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Below Area Average,0.0 - 0.5,Below Area Average,Below Area Average,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010006001,3,5,7,9,10,11,10,7,6,6,5,NULL,500000,500000,475000,578250,621500,677450,625000,665050,777550,630000,NULL,1.831961,1.737075,1.429884,2.108573,2.109790,1.971768,1.221837,1.151769,1.247159,-0.063729,Insufficient Data,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",Insufficient Data,1.5 - 2.0,1.5 - 2.0,1.0 - 1.5,2.0 - 2.5,2.0 - 2.5,1.5 - 2.0,1.0 - 1.5,1.0 - 1.5,1.0 - 1.5,Below Area Average,NULL,0.8,NULL,NULL,-1.285566,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010006002,0,2,2,1,2,1,1,2,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010007011,71,79,49,30,19,19,10,13,16,20,21,1400000,1402500,1925000,2329000,2500000,2500000,1562500,1875000,2175000,2125000,1400000,9.478560,9.333661,13.333175,16.499084,17.593773,16.846690,8.830268,10.709937,12.315769,11.061759,5.172271,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,51.785714285714285,-25.333333333333332,-0.648292,1.583199,-5.537666,50% - 100% Increase,1.5 or Above,Not at Risk,At Risk
421010007012,2,3,2,1,0,0,2,3,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010007013,48,62,67,65,54,49,52,66,52,40,35,304500,287500,308000,306905,307452.5,314050,300000,271250,267500,274400,289500,0.349360,0.129661,0.232475,0.116384,-0.006927,-0.231110,-0.860032,-1.387263,-1.709931,-2.320641,-2.302229,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,-9.885057471264368,6.728110599078341,-1.209392,-2.670001,-0.914966,Declined,Less than -1.5,Not at Risk,Not at Risk
