geoid,CRS1112,CRS1213,CRS1314,CRS1415,CRS1516,CRS1617,CRS1718,CRS1819,CRS1920,CRS2021,CRS2122,MSP1112,MSP1213,MSP1314,MSP1415,MSP1516,MSP1617,MSP1718,MSP1819,MSP1920,MSP2021,MSP2122,DRR1112,DRR1213,DRR1314,DRR1415,DRR1516,DRR1617,DRR1718,DRR1819,DRR1920,DRR2021,DRR2122,MSP1112C,MSP1213C,MSP1314C,MSP1415C,MSP1516C,MSP1617C,MSP1718C,MSP1819C,MSP1920C,MSP2021C,MSP2122C,DRR1112C,DRR1213C,DRR1314C,DRR1415C,DRR1516C,DRR1617C,DRR1718C,DRR1819C,DRR1920C,DRR2021C,DRR2122C,PdMSP1121,PdMSP1822,dDRR1118,dDRR1121,dDRR1822,PdMSP1121C,dDRR1121C,dDRR1118WPPNC,dDRR1121WPPNC
421010367001,3,11,19,20,25,33,30,28,28,29,23,NULL,249900,293000,313500,289900,320000,307500,287825,305000,350000,340000,NULL,0.523661,0.921375,1.036984,0.646673,0.668990,0.003368,-0.520963,-0.668531,-0.909841,-1.181029,Insufficient Data,"$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Insufficient Data,0.5 - 1.0,0.5 - 1.0,1.0 - 1.5,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,NULL,18.127334317727787,NULL,NULL,-0.660066,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010367002,60,104,137,158,224,210,153,129,106,109,90,323734.97,280000,225000,176000,394750,573000,650000,574500,527500,697400,739500,0.786860,0.305261,-0.252725,-0.797616,1.019473,2.251990,2.339068,1.345437,0.600469,1.256459,1.238071,"$250,000 - $400,000","$250,000 - $400,000","$200,000 - $250,000","$175,000 - $200,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",0.5 - 1.0,0.0 - 0.5,Below Area Average,Below Area Average,1.0 - 1.5,2.0 - 2.5,2.0 - 2.5,1.0 - 1.5,0.5 - 1.0,1.0 - 1.5,1.0 - 1.5,115.42312836948076,28.720626631853786,1.552208,0.469599,-0.107366,100% - 150% Increase,0.0 to 0.5,At Risk,At Risk
421010367003,90,85,62,106,103,70,71,66,56,69,58,208000,175000,313000,166667,310000,431500,437360,485000,452500,520000,570000,0.136960,-0.305739,1.138775,-0.558816,0.863173,1.837490,1.340468,1.474137,0.786369,0.739259,0.895571,"$200,000 - $250,000","$175,000 - $200,000","$250,000 - $400,000","$150,000 - $175,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",0.0 - 0.5,Below Area Average,1.0 - 1.5,Below Area Average,0.5 - 1.0,1.5 - 2.0,1.0 - 1.5,1.0 - 1.5,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,150,17.52577319587629,1.203508,0.602299,-0.578566,150% or Greater Increase,0.5 to 1.0,At Risk,At Risk
421010369011,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369012,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369013,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369014,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369021,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369022,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369023,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369024,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369025,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010369026,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010372001,27,29,30,31,40,44,42,40,38,39,29,210000,190000,185000,199900,217500,229000,252165,246500,250000,265000,270000,-0.465840,-0.699939,-0.787825,-0.776216,-0.756727,-0.923910,-1.257832,-1.603463,-1.867731,-2.418941,-2.462329,"$200,000 - $250,000","$175,000 - $200,000","$175,000 - $200,000","$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,26.19047619047619,9.533468559837727,-0.791992,-1.953101,-0.858866,25% - 50% Increase,Less than -1.5,Not at Risk,Not at Risk
421010372002,40,39,42,51,67,64,52,47,53,63,45,136250,140000,150000,158500,175000,185000,196450,210000,250000,260000,275000,0.732360,0.728961,0.862975,0.932884,1.138373,1.032990,0.715768,0.641037,1.051369,0.531159,0.510071,"$125,000 - $150,000","$125,000 - $150,000","$150,000 - $175,000","$150,000 - $175,000","$175,000 - $200,000","$175,000 - $200,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,1.0 - 1.5,1.0 - 1.5,0.5 - 1.0,0.5 - 1.0,1.0 - 1.5,0.5 - 1.0,0.5 - 1.0,90.8256880733945,30.952380952380953,-0.016592,-0.201201,-0.130966,50% - 100% Increase,-0.5 to 0.0,Not at Risk,Not at Risk
421010372003,24,23,38,39,24,26,26,20,22,24,22,163500,180000,197500,177000,186500,225000,218000,242450,263500,261500,250000,2.310360,2.662161,3.020075,2.364484,2.467973,3.118990,2.361768,2.604737,2.720069,1.938459,1.304771,"$150,000 - $175,000","$175,000 - $200,000","$175,000 - $200,000","$175,000 - $200,000","$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",2.0 - 2.5,2.5 - 3.0,3.0 or Above,2.0 - 2.5,2.0 - 2.5,3.0 or Above,2.0 - 2.5,2.5 - 3.0,2.5 - 3.0,1.5 - 2.0,1.0 - 1.5,59.9388379204893,3.1140441328108888,0.051408,-0.371901,-1.299966,50% - 100% Increase,-0.5 to 0.0,At Risk,Not at Risk
421010372004,38,37,28,35,43,42,34,34,27,20,20,99500,99000,102500,115000,118000,146500,150000,143500,170000,187500,195000,0.136260,0.047361,0.064975,0.241684,0.180373,0.523790,0.064768,-0.399063,-0.172731,-0.504041,-0.571529,"Below $100,000","Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$125,000 - $150,000","$150,000 - $175,000","$175,000 - $200,000","$175,000 - $200,000",0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,88.44221105527639,35.88850174216028,-0.071492,-0.640301,-0.172466,50% - 100% Increase,-1.0 to -0.5,Not at Risk,Not at Risk
421010373001,31,35,33,31,43,45,47,43,37,56,44,286000,295000,298000,300000,300000,300000,305000,340000,391000,400000,400000,2.292160,2.334161,2.275675,2.198984,2.052173,1.721290,1.238168,1.387837,1.727769,1.132659,0.810271,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above",2.0 - 2.5,2.0 - 2.5,2.0 - 2.5,2.0 - 2.5,2.0 - 2.5,1.5 - 2.0,1.0 - 1.5,1.0 - 1.5,1.5 - 2.0,1.0 - 1.5,0.5 - 1.0,39.86013986013986,17.647058823529413,-1.053992,-1.159501,-0.577566,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010373002,57,58,44,47,58,64,70,59,63,77,57,319000,320000,363500,350000,344750,349950,340000,340000,362000,395000,445000,2.489960,2.404961,2.919675,2.619984,2.395173,2.126590,1.429768,1.079837,1.007269,0.721659,1.020071,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above",2.0 - 2.5,2.0 - 2.5,2.5 - 3.0,2.5 - 3.0,2.0 - 2.5,2.0 - 2.5,1.0 - 1.5,1.0 - 1.5,1.0 - 1.5,0.5 - 1.0,1.0 - 1.5,23.82445141065831,30.88235294117647,-1.060192,-1.768301,-0.059766,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010373003,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010373004,13,19,36,47,57,49,44,39,27,26,14,419000,420442.52,419773.475,425080,432600,444848,513695.8,534394,540000,560760.5,592250,3.956460,3.864061,3.721975,3.690484,3.636173,3.431290,3.775868,3.660337,3.310569,2.831159,2.764171,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,2.5 - 3.0,2.5 - 3.0,33.83305489260143,10.826468860054566,-0.180592,-1.125301,-0.896166,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010375001,42,40,39,57,71,74,66,49,43,44,39,250000,235000,185000,164000,164000,210000,235000,196000,220000,322500,360000,1.332460,1.034561,0.269975,-0.124716,-0.250227,0.087890,-0.114532,-0.934963,-0.943231,-0.363941,-0.156129,"$250,000 - $400,000","$200,000 - $250,000","$175,000 - $200,000","$150,000 - $175,000","$150,000 - $175,000","$200,000 - $250,000","$200,000 - $250,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000",1.0 - 1.5,1.0 - 1.5,0.0 - 0.5,Below Area Average,Below Area Average,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,29,83.6734693877551,-1.446992,-1.696401,0.778834,25% - 50% Increase,Less than -1.5,Not at Risk,Not at Risk
421010375002,9,22,19,3,7,8,7,8,8,8,4,180000,165654,169308,NULL,191000,203500,220000,289000,286500,305000,NULL,-0.446640,-0.655939,-0.670325,NULL,-0.694927,-0.838810,-1.202132,-0.902463,-1.231031,-1.744241,NULL,"$175,000 - $200,000","$150,000 - $175,000","$150,000 - $175,000",Insufficient Data,"$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Insufficient Data,Below Area Average,Below Area Average,Below Area Average,Insufficient Data,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Insufficient Data,69.44444444444444,NULL,-0.755492,-1.297601,NULL,50% - 100% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010376001,0,0,0,0,0,0,0,0,2,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010376002,21,22,34,36,34,37,32,33,30,33,30,150000,210000,322000,329000,264500,185000,230000,247835,229750,300000,315000,-0.501040,0.096061,1.258075,1.227384,0.390673,-0.733910,-0.780032,-0.910263,-1.396831,-1.376941,-1.389329,"$150,000 - $175,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,0.0 - 0.5,1.0 - 1.5,1.0 - 1.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,100,27.100691992656404,-0.278992,-0.875901,-0.479066,100% - 150% Increase,-1.0 to -0.5,Not at Risk,Not at Risk
421010376003,18,21,32,41,34,27,31,32,31,30,20,225500,232000,261000,265000,269000,300000,325000,332500,340000,330000,277450,0.348060,0.341161,0.591075,0.527584,0.439473,0.478690,0.204168,-0.048263,-0.302631,-1.084141,-1.730429,"$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,46.34146341463415,-16.55639097744361,-0.143892,-1.432201,-1.682166,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010377001,1,1,3,8,12,10,8,7,5,5,10,NULL,NULL,NULL,105000,134250,151000,183500,168000,160000,249500,142500,NULL,NULL,NULL,-0.165516,0.317873,0.372590,0.487368,-0.149263,-0.628031,0.370759,-1.765229,Insufficient Data,Insufficient Data,Insufficient Data,"$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$175,000 - $200,000","$150,000 - $175,000","$150,000 - $175,000","$200,000 - $250,000","$125,000 - $150,000",Insufficient Data,Insufficient Data,Insufficient Data,Below Area Average,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,0.0 - 0.5,Below Area Average,NULL,-15.178571428571429,NULL,NULL,-1.615966,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010377002,17,23,22,20,43,55,50,63,65,49,39,40000,50000,48950,25000,30000,44000,85000,100000,104900,150000,165500,-0.221340,0.191861,0.077175,-1.175016,-1.054027,-0.656310,0.686968,1.017437,0.874369,2.095459,2.321971,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$150,000 - $175,000","$150,000 - $175,000",Below Area Average,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,0.5 - 1.0,1.0 - 1.5,0.5 - 1.0,2.0 - 2.5,2.0 - 2.5,275,65.5,0.908308,2.316799,1.304534,150% or Greater Increase,1.5 or Above,At Risk,At Risk
421010377003,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010378001,0,0,0,0,0,0,0,0,0,0,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,586408.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,"$400,000 or Above",Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010378002,26,42,66,73,69,68,69,57,48,50,36,97500,108500,106000,125000,162500,178250,208000,210000,250000,269500,264000,-0.192440,-0.043639,-0.153525,0.117484,0.729073,0.735990,0.758768,0.457537,0.838369,0.482059,0.113771,"Below $100,000","$100,000 - $125,000","$100,000 - $125,000","$125,000 - $150,000","$150,000 - $175,000","$175,000 - $200,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,176.4102564102564,25.714285714285715,0.951208,0.674499,-0.343766,150% or Greater Increase,0.5 to 1.0,At Risk,At Risk
421010378003,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010378004,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010378005,18,14,20,25,23,28,36,29,16,11,11,60000,70000,75000,67500,60000,90000,100000,136000,126500,130000,150000,-1.064840,-0.945339,-0.897825,-1.141516,-1.392927,-1.104910,-1.438232,-1.128663,-1.587131,-2.192941,-1.982629,"Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","Below $100,000","$100,000 - $125,000","$125,000 - $150,000","$125,000 - $150,000","$125,000 - $150,000","$150,000 - $175,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,116.66666666666667,10.294117647058824,-0.373392,-1.128101,-0.853966,100% - 150% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010378006,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010378007,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
